"InstanceName","basicTask","pctbGridTask","pctb3CupTask","cvchickTask","mainGoalSize","lavaPresence","goalOccluded","goalLeft","goalRight","goalCentre","numChoices","navigationDistanceGoal","euclideanDistanceGoal","navigationTurnsGoal","navigationDistanceChoice","navigationTurnsChoice","Random_Agent_Success","Random_Agent_Choice","Heuristic_Agent_Success","Heuristic_Agent_Choice","Dreamer_Success","Dreamer_Choice","PPO_Success","PPO_Choice"
"OP-Controls-Basic-LavaMedium-Single-0.5-NA-0-Lava.yml",1,0,0,0,0.5,1,0,0,0,1,1,25,19,3,25,3,0,0,0,0,0,0,0,0
"OP-Controls-Basic-LavaMedium-Single-1-NA-0-Lava.yml",1,0,0,0,1,1,0,0,0,1,1,25,19,3,25,3,0,0,0,0,0,0,0,0
"OP-Controls-Basic-LavaMedium-Single-2-NA-0-Lava.yml",1,0,0,0,2,1,0,0,0,1,1,25,19,3,25,3,0,0,0,0,0,0,0,0
"OP-Controls-Basic-LavaMedium-Single-4-NA-0-Lava.yml",1,0,0,0,4,1,0,0,0,1,1,25,19,3,25,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-LeftLong-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-LeftLong-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-LeftLong-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-MovingGreen-LeftLong-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,1,1,1,1
"OP-Controls-Basic-MovingGreen-LeftMedium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-LeftMedium-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-LeftMedium-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,19,31.79622619,1,19,1,0,0,1,1,1,1,1,1
"OP-Controls-Basic-MovingGreen-LeftMedium-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,19,31.79622619,1,19,1,1,1,1,1,1,1,0,0
"OP-Controls-Basic-MovingGreen-LeftShort-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,9,19.23538406,1,9,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic-MovingGreen-LeftShort-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,9,19.23538406,1,9,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic-MovingGreen-LeftShort-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,9,19.23538406,1,9,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic-MovingGreen-LeftShort-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,9,19.23538406,1,9,1,1,1,1,1,1,1,0,0
"OP-Controls-Basic-MovingGreen-RightLong-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightLong-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightLong-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightLong-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic-MovingGreen-RightMedium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightMedium-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightMedium-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightMedium-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-MovingGreen-RightShort-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,9,19.23538406,1,9,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightShort-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingGreen-RightShort-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,9,19.23538406,1,9,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic-MovingGreen-RightShort-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-MovingYellow-LeftLong-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-LeftLong-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-LeftLong-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,1,1,1,1
"OP-Controls-Basic-MovingYellow-LeftLong-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic-MovingYellow-LeftMedium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-LeftMedium-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-LeftMedium-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-LeftMedium-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-LeftShort-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,9,19.23538406,1,9,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic-MovingYellow-LeftShort-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,9,19.23538406,1,9,1,0,0,1,1,1,1,1,1
"OP-Controls-Basic-MovingYellow-LeftShort-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,9,19.23538406,1,9,1,1,1,1,1,1,1,0,0
"OP-Controls-Basic-MovingYellow-LeftShort-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,9,19.23538406,1,9,1,1,1,1,1,1,1,1,1
"OP-Controls-Basic-MovingYellow-RightLong-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-RightLong-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-RightLong-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-RightLong-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-MovingYellow-RightMedium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-RightMedium-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-RightMedium-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-MovingYellow-RightMedium-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic-MovingYellow-RightShort-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-MovingYellow-RightShort-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,9,19.23538406,1,9,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic-MovingYellow-RightShort-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-MovingYellow-RightShort-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,9,19.23538406,1,9,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic-OpaqueWMedium-Short-0.5-Grey-0-Opaque.yml",1,0,0,0,0.5,0,0,0,0,1,1,35,29,3,35,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic-OpaqueWMedium-Short-1-Grey-0-Opaque.yml",1,0,0,0,1,0,0,0,0,1,1,35,29,3,35,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic-OpaqueWMedium-Short-2-Grey-0-Opaque.yml",1,0,0,0,2,0,0,0,0,1,1,35,29,3,35,3,1,1,1,1,0,0,0,0
"OP-Controls-Basic-OpaqueWMedium-Short-4-Grey-0-Opaque.yml",1,0,0,0,4,0,0,0,0,1,1,35,29,3,35,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic-RampDown-G5-Centre-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,17,17,0,17,0,1,1,1,1,0,0,1,1
"OP-Controls-Basic-RampDown-G5-Left-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,17,17,0,17,0,0,0,1,1,1,1,1,1
"OP-Controls-Basic-RampDown-G5-Right-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,17,17,0,17,0,0,0,1,1,1,1,1,1
"OP-Controls-Basic-RampDown-Y5-Centre-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,17,17,0,17,0,1,1,1,1,1,1,1,1
"OP-Controls-Basic-RampDown-Y5-Left-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,17,17,0,17,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-RampDown-Y5-Right-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,17,17,0,17,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-RampUp-G5-Centre-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,1,1,0,0
"OP-Controls-Basic-RampUp-G5-Left-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,1,1,0,0
"OP-Controls-Basic-RampUp-G5-Right-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,1,1,0,0
"OP-Controls-Basic-RampUp-Y5-Centre-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,1,1,0,0
"OP-Controls-Basic-RampUp-Y5-Left-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,19,19,0,19,0,1,1,0,0,1,1,0,0
"OP-Controls-Basic-RampUp-Y5-Right-NA-0-NA.yml",1,0,0,0,5,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,1,1,0,0
"OP-Controls-Basic-SanityGreen-Long-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,36.5,36.5,0,36.5,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityGreen-Long-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,0,1,1,36.5,36.5,0,36.5,0,1,1,1,1,0,0,0,0
"OP-Controls-Basic-SanityGreen-Long-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,0,1,1,36.5,36.5,0,36.5,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityGreen-Long-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,0,1,1,36.5,36.5,0,36.5,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityGreen-Medium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityGreen-Medium-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityGreen-Medium-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityGreen-Medium-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityGreen-Short-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,9,9,0,9,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityGreen-Short-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,0,1,1,9,9,0,9,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityGreen-Short-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,0,1,1,9,9,0,9,0,1,1,1,1,0,0,1,1
"OP-Controls-Basic-SanityGreen-Short-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,0,1,1,9,9,0,9,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityYellow-Long-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,36.5,36.5,0,36.5,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityYellow-Long-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,0,1,1,36.5,36.5,0,36.5,0,1,1,1,1,0,0,0,0
"OP-Controls-Basic-SanityYellow-Long-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,0,1,1,36.5,36.5,0,36.5,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityYellow-Long-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,0,1,1,36.5,36.5,0,36.5,0,1,1,1,1,0,0,1,1
"OP-Controls-Basic-SanityYellow-Medium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityYellow-Medium-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityYellow-Medium-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityYellow-Medium-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,0,1,1,19,19,0,19,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityYellow-Short-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,9,9,0,9,0,0,0,1,1,0,0,0,0
"OP-Controls-Basic-SanityYellow-Short-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,0,1,1,9,9,0,9,0,1,1,1,1,0,0,1,1
"OP-Controls-Basic-SanityYellow-Short-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,0,1,1,9,9,0,9,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-SanityYellow-Short-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,0,1,1,9,9,0,9,0,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TransparentWMedium-Short-0.5-NA-0-Transparent.yml",1,0,0,0,0.5,0,0,0,0,1,1,35,29,3,35,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TransparentWMedium-Short-1-NA-0-Transparent.yml",1,0,0,0,1,0,0,0,0,1,1,35,29,3,35,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TransparentWMedium-Short-2-NA-0-Transparent.yml",1,0,0,0,2,0,0,0,0,1,1,35,29,3,35,3,1,1,1,1,0,0,0,0
"OP-Controls-Basic-TransparentWMedium-Short-4-NA-0-Transparent.yml",1,0,0,0,4,0,0,0,0,1,1,35,29,3,35,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurnAround-Green-0.5-NA-180-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,19,19,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurnAround-Green-1-NA-180-NA.yml",1,0,0,0,1,0,0,0,0,1,1,19,19,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurnAround-Green-2-NA-180-NA.yml",1,0,0,0,2,0,0,0,0,1,1,19,19,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurnAround-Green-4-NA-180-NA.yml",1,0,0,0,4,0,0,0,0,1,1,19,19,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurnAround-Yellow-0.5-NA-180-NA.yml",1,0,0,0,0.5,0,0,0,0,1,1,19,19,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-TurnAround-Yellow-1-NA-180-NA.yml",1,0,0,0,1,0,0,0,0,1,1,19,19,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurnAround-Yellow-2-NA-180-NA.yml",1,0,0,0,2,0,0,0,0,1,1,19,19,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-TurnAround-Yellow-4-NA-180-NA.yml",1,0,0,0,4,0,0,0,0,1,1,19,19,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurningGreen-Left-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurningGreen-Left-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurningGreen-Left-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurningGreen-Left-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurningGreen-Right-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurningGreen-Right-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurningGreen-Right-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,19,21.47091055,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-TurningGreen-Right-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,19,21.47091055,1,19,1,0,0,1,1,1,1,1,1
"OP-Controls-Basic-TurningYellow-Left-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurningYellow-Left-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,19,21.47091055,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic-TurningYellow-Left-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,19,21.47091055,1,19,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic-TurningYellow-Left-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurningYellow-Right-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurningYellow-Right-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic-TurningYellow-Right-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,19,21.47091055,1,19,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic-TurningYellow-Right-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,19,21.47091055,1,19,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic15LO-LavaMedium-Single-0.5-NA-0-Lava.yml",1,0,0,0,0.5,1,0,0,0,1,1,25,19,3,25,3,0,0,0,0,0,0,0,0
"OP-Controls-Basic15LO-LavaMedium-Single-1-NA-0-Lava.yml",1,0,0,0,1,1,0,0,0,1,1,25,19,3,25,3,0,0,0,0,0,0,0,0
"OP-Controls-Basic15LO-LavaMedium-Single-2-NA-0-Lava.yml",1,0,0,0,2,1,0,0,0,1,1,25,19,3,25,3,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-LavaMedium-Single-4-NA-0-Lava.yml",1,0,0,0,4,1,0,0,0,1,1,25,19,3,25,3,0,0,1,1,0,0,1,1
"OP-Controls-Basic15LO-MovingGreen-LeftLong-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftLong-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftLong-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftLong-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftMedium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftMedium-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftMedium-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,19,31.79622619,1,19,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftMedium-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftShort-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,9,19.23538406,1,9,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftShort-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftShort-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,9,19.23538406,1,9,1,1,1,1,1,1,1,0,0
"OP-Controls-Basic15LO-MovingGreen-LeftShort-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,9,19.23538406,1,9,1,1,1,1,1,1,1,1,1
"OP-Controls-Basic15LO-MovingGreen-RightLong-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightLong-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightLong-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightLong-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic15LO-MovingGreen-RightMedium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightMedium-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightMedium-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightMedium-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,19,31.79622619,1,19,1,1,1,1,1,0,0,1,1
"OP-Controls-Basic15LO-MovingGreen-RightShort-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,0,1,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightShort-1-NA-0-NA.yml",1,0,0,0,1,0,0,0,1,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightShort-2-NA-0-NA.yml",1,0,0,0,2,0,0,0,1,0,1,9,19.23538406,1,9,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingGreen-RightShort-4-NA-0-NA.yml",1,0,0,0,4,0,0,0,1,0,1,9,19.23538406,1,9,1,0,0,1,1,0,0,1,1
"OP-Controls-Basic15LO-MovingYellow-LeftLong-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,29,33.61547263,1,29,1,1,1,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingYellow-LeftLong-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingYellow-LeftLong-2-NA-0-NA.yml",1,0,0,0,2,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,1,1,0,0
"OP-Controls-Basic15LO-MovingYellow-LeftLong-4-NA-0-NA.yml",1,0,0,0,4,0,0,1,0,0,1,29,33.61547263,1,29,1,0,0,1,1,1,1,1,1
"OP-Controls-Basic15LO-MovingYellow-LeftMedium-0.5-NA-0-NA.yml",1,0,0,0,0.5,0,0,1,0,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
"OP-Controls-Basic15LO-MovingYellow-LeftMedium-1-NA-0-NA.yml",1,0,0,0,1,0,0,1,0,0,1,19,31.79622619,1,19,1,0,0,1,1,0,0,0,0
